ext_canonical,ext_raw,total_occ,recent_occ,first_year,last_year,n_current_claimants,current_claimants,review_status,suggested_label,priority_score
.flm,.flm,16505,1616,2007,2023,0,,pending,unknown,4.52
.lim,.lim,16505,994,2001,2023,0,,pending,unknown,4.52
.uf2,.uf2,16504,10604,1970,2023,0,,pending,unknown,4.52
.char,.char,16493,1711,1970,2023,0,,pending,unknown,4.52
.gdx,.gdx,16484,4238,2002,2023,0,,pending,unknown,4.52
.slt,.slt,16476,9569,2000,2023,0,,pending,unknown,4.52
.swm,.swm,16472,4036,1988,2023,0,,pending,unknown,4.52
.lmx,.lmx,16466,90,2007,2021,0,,pending,unknown,4.52
.pdump,.pdump,16465,13,2005,2021,0,,pending,unknown,4.52
.mdoc,.mdoc,16464,8101,1998,2023,0,,pending,unknown,4.52
.dstat,.dstat,16451,192,2014,2020,0,,pending,unknown,4.52
.last,.last,16440,4297,1992,2023,0,,pending,unknown,4.52
.exerd,.exerd,16427,5607,2012,2023,0,,pending,unknown,4.52
.tfx,.tfx,16394,13639,2006,2023,0,,pending,unknown,4.51
.vol,.vol,16385,6414,1999,2023,0,,pending,unknown,4.51
.012,.012,16369,10720,1994,2023,0,,pending,numeric-suffix,4.51
.lcdoc,.lcdoc,16366,1266,2015,2023,0,,pending,unknown,4.51
.sc2,.sc2,16361,2188,2002,2023,0,,pending,unknown,4.51
.puzzle,.puzzle,16361,574,2009,2023,0,,pending,unknown,4.51
.dnn,.dnn,16351,3352,2004,2023,0,,pending,unknown,4.51
.demo,.demo,16342,8405,1970,2023,0,,pending,unknown,4.51
.cata,.cata,16336,16,2002,2021,0,,pending,unknown,4.51
.foma,.foma,16335,1941,2010,2023,0,,pending,unknown,4.51
.mbch,.mbch,16334,12029,2019,2023,0,,pending,unknown,4.51
.fail,.fail,16320,2909,1970,2023,0,,pending,unknown,4.51
.uhtmanifest,.uhtmanifest,16306,3831,2016,2023,0,,pending,unknown,4.51
.dfg,.dfg,16301,363,2005,2022,0,,pending,unknown,4.51
.wev,.wev,16291,15279,2014,2023,0,,pending,unknown,4.51
.imd,.imd,16285,8042,1970,2023,0,,pending,unknown,4.51
.cacheid,.cacheid,16284,741,2007,2022,0,,pending,unknown,4.51
.libspec,.libspec,16275,13172,2012,2023,0,,pending,unknown,4.51
.s1p,.s1p,16274,2488,2011,2023,0,,pending,unknown,4.51
.modulevalidation,.modulevalidation,16264,3118,2015,2023,0,,pending,unknown,4.51
.ceu,.ceu,16255,493,2000,2023,0,,pending,unknown,4.51
.jb,.jb,16253,8105,1991,2023,0,,pending,unknown,4.51
.lb,.lb,16253,2474,2004,2023,0,,pending,unknown,4.51
.classdiagram,.classdiagram,16251,510,2007,2023,0,,pending,unknown,4.51
.tkn,.tkn,16246,9687,2006,2023,0,,pending,unknown,4.51
.fdb,.FDB,16241,1968,2004,2023,0,,pending,binary:db,4.51
.spp,.spp,16219,5160,1997,2023,0,,pending,unknown,4.51
.stripped,.stripped,16211,10452,1999,2023,0,,pending,unknown,4.51
.vfproj,.vfproj,16197,2449,2004,2023,0,,pending,unknown,4.51
.adm,.adm,16196,2587,1970,2023,0,,pending,unknown,4.51
.defconfig,.defconfig,16194,7953,2005,2023,0,,pending,unknown,4.51
.s19,.s19,16171,3157,1970,2023,0,,pending,unknown,4.51
.cyc,.cyc,16169,230,2000,2023,0,,pending,unknown,4.51
.3perl,.3perl,16121,10868,1986,2023,0,,pending,unknown,4.51
.rem,.rem,16120,4320,1996,2023,0,,pending,unknown,4.51
.frame,.frame,16112,2518,1992,2023,0,,pending,unknown,4.51
.bil,.bil,16106,10364,2000,2023,0,,pending,unknown,4.51
.010,.010,16100,9633,1994,2023,0,,pending,numeric-suffix,4.51
.tmpreferences,.tmPreferences,16089,3171,2007,2023,0,,pending,unknown,4.51
.mode1,.mode1,16082,284,2002,2023,0,,pending,unknown,4.51
.sky,.sky,16058,9972,2002,2023,0,,pending,unknown,4.51
.kind,.kind,16058,10502,2003,2023,0,,pending,unknown,4.51
.nested,.nested,16046,132,1970,2023,0,,pending,unknown,4.51
.galgas,.galgas,16044,1169,2015,2023,0,,pending,unknown,4.51
.uss,.uss,16043,9009,2007,2023,0,,pending,unknown,4.51
.ltl,.ltl,16041,1951,2005,2023,0,,pending,unknown,4.51
.dly,.dly,16029,1885,2003,2023,0,,pending,unknown,4.50
.vtc,.vtc,16017,3379,2008,2023,0,,pending,unknown,4.50
.tcp,.tcp,16014,843,1991,2023,0,,pending,unknown,4.50
.vsprops,.vsprops,16002,919,1970,2023,0,,pending,unknown,4.50
.rofi,.rofi,16002,7738,2016,2023,0,,pending,unknown,4.50
.lif,.lif,15994,3319,2000,2023,0,,pending,unknown,4.50
.rgb565,.rgb565,15992,286,2009,2023,0,,pending,unknown,4.50
.sha1sum,.sha1sum,15988,2629,2006,2023,0,,pending,unknown,4.50
.builtin,.builtin,15979,4176,2000,2023,0,,pending,unknown,4.50
.jdp,.jdp,15968,12347,2000,2023,0,,pending,unknown,4.50
.encrypted,.encrypted,15958,5008,2006,2023,0,,pending,unknown,4.50
.xmcd,.xmcd,15953,2983,1997,2023,0,,pending,unknown,4.50
.kiwi,.kiwi,15923,11072,2002,2023,0,,pending,unknown,4.50
.treetagger,.treeTagger,31753,31753,2019,2019,0,,pending,unknown,4.50
.phones,.phones,15902,111,2009,2023,0,,pending,unknown,4.50
.dgml,.dgml,15891,3571,2006,2023,0,,pending,unknown,4.50
.ops,.ops,15885,1267,1997,2023,0,,pending,unknown,4.50
.vxa,.vxa,15884,4789,2008,2023,0,,pending,unknown,4.50
.sli,.sli,15879,3594,2008,2023,0,,pending,unknown,4.50
.lnt,.lnt,15876,7804,1993,2023,0,,pending,unknown,4.50
.sdk,.sdk,15874,13006,1998,2023,0,,pending,unknown,4.50
.tor,.tor,15865,15258,2006,2023,0,,pending,unknown,4.50
.syncmesh,.SyncMesh,15853,14055,2020,2021,0,,pending,unknown,4.50
.xvc,.xvc,15837,8030,2003,2023,0,,pending,unknown,4.50
.ptml,.ptml,15837,6946,1999,2023,0,,pending,unknown,4.50
.pps,.pps,15826,5495,2001,2023,0,,pending,unknown,4.50
.200,.200,15816,3326,1992,2023,0,,pending,numeric-suffix,4.50
.otp,.otp,15815,1068,1998,2023,0,,pending,unknown,4.50
.gvi,.gvi,15807,4919,2008,2023,0,,pending,unknown,4.50
.ispl,.ispl,15800,430,2009,2022,0,,pending,unknown,4.50
.pest,.pest,15800,4258,2011,2023,0,,pending,unknown,4.50
.xwbt,.xwbt,15797,4267,1970,2023,0,,pending,unknown,4.50
.hhc,.hhc,15793,2566,1970,2023,0,,pending,unknown,4.50
.live,.live,15793,7833,2002,2023,0,,pending,unknown,4.50
.ipcf,.ipcf,15790,12646,2014,2023,0,,pending,unknown,4.50
.fin,.fin,15781,1161,1996,2023,0,,pending,unknown,4.50
.rnk,.rnk,15778,14218,2010,2023,0,,pending,unknown,4.50
.attrs,.attrs,15758,9416,2001,2023,0,,pending,unknown,4.50
.shfbproj,.shfbproj,15749,2266,2007,2023,0,,pending,unknown,4.50
.dpj,.dpj,15744,179,2002,2023,0,,pending,unknown,4.50
.sap,.sap,15742,1280,1998,2023,0,,pending,unknown,4.50
.amxd,.amxd,15737,3678,2009,2023,0,,pending,unknown,4.50
.datatable,.datatable,15714,4,2006,2023,0,,pending,unknown,4.50
.detections,.detections,15700,15458,2014,2022,0,,pending,unknown,4.50
.depth,.depth,15689,655,2004,2023,0,,pending,unknown,4.50
.g6,.g6,15678,7251,2010,2023,0,,pending,unknown,4.50
.l217c305,.L217C305,31277,31275,2019,2019,0,,pending,unknown,4.50
.resume,.resume,15671,2335,1999,2023,0,,pending,unknown,4.50
.110,.110,15671,5251,1979,2023,0,,pending,numeric-suffix,4.50
.ham,.ham,15663,6066,2000,2023,0,,pending,unknown,4.49
.sdef,.sdef,15653,10142,1970,2023,0,,pending,unknown,4.49
.trait,.trait,15631,2505,2013,2023,0,,pending,unknown,4.49
.sarlbin,.sarlbin,15626,976,2016,2023,0,,pending,unknown,4.49
.eu,.eu,15579,1306,1997,2023,0,,pending,unknown,4.49
.mcep,.mcep,15575,179,2011,2022,0,,pending,unknown,4.49
.at2,.AT2,15560,12890,2009,2023,0,,pending,unknown,4.49
.pfd,.pfd,15551,4877,2002,2023,0,,pending,unknown,4.49
.arxml,.arxml,15546,11036,2009,2023,0,,pending,unknown,4.49
.mbpdeyozerouali,.MBPdeYoZerouali,30973,0,,,0,,pending,unknown,4.49
.mgc,.mgc,15512,2098,1999,2023,0,,pending,unknown,4.49
.j3o,.j3o,15508,1647,2010,2023,0,,pending,unknown,4.49
.wakka,.wakka,15504,2035,2008,2023,0,,pending,unknown,4.49
.mltl,.mltl,15501,13577,2009,2022,0,,pending,unknown,4.49
.iwi,.iwi,15490,7813,2008,2023,0,,pending,unknown,4.49
.swl,.swl,15483,2038,1988,2023,0,,pending,unknown,4.49
.vsct,.vsct,15459,3104,2007,2023,0,,pending,unknown,4.49
.nxc,.nxc,15433,1006,2008,2023,0,,pending,unknown,4.49
.pycliyml,.pycliyml,30755,0,2016,2017,0,,pending,unknown,4.49
.utmp,.utmp,15412,15373,2000,2022,0,,pending,unknown,4.49
.tas,.tas,15411,6153,2000,2023,0,,pending,unknown,4.49
.ane,.ane,15405,3431,2000,2023,0,,pending,unknown,4.49
.javadoc,.javadoc,15394,2824,2001,2023,0,,pending,unknown,4.49
.fcsv,.fcsv,15391,7634,2010,2023,0,,pending,unknown,4.49
.pnach,.pnach,15386,8608,2008,2023,0,,pending,unknown,4.49
.normal,.normal,15375,548,1970,2023,0,,pending,unknown,4.49
.bay,.bay,15362,3717,2001,2023,0,,pending,unknown,4.49
.lkr,.lkr,15355,1824,1970,2023,0,,pending,unknown,4.49
.vimage,.vImage,30632,0,2018,2018,0,,pending,unknown,4.49
.ncx,.ncx,15338,4435,2007,2023,0,,pending,unknown,4.49
.emmx,.emmx,15323,8156,2017,2023,0,,pending,unknown,4.49
.bpg,.bpg,15322,6101,1970,2023,0,,pending,unknown,4.49
.snm,.snm,15311,3445,1970,2023,0,,pending,unknown,4.49
.cfi,.cfi,15303,870,1970,2023,0,,pending,unknown,4.48
.inpcrd,.inpcrd,15301,3851,2010,2023,0,,pending,unknown,4.48
.static,.static,15298,6090,1970,2023,0,,pending,unknown,4.48
.navmesh,.navmesh,15291,4375,2011,2023,0,,pending,unknown,4.48
.zc,.zc,15288,4746,1992,2023,0,,pending,unknown,4.48
.arch,.arch,15269,2639,1970,2023,0,,pending,unknown,4.48
.mcz,.mcz,15257,1584,2005,2023,0,,pending,unknown,4.48
.pool,.pool,15254,3455,1992,2023,0,,pending,unknown,4.48
.lwo,.lwo,15251,4338,1997,2023,0,,pending,unknown,4.48
.pr,.pr,15249,4512,1993,2023,0,,pending,unknown,4.48
.usf,.usf,15241,4818,2009,2023,0,,pending,unknown,4.48
.sling,.sling,15238,7732,2012,2023,0,,pending,unknown,4.48
.hosts,.hosts,15236,2560,1989,2023,0,,pending,unknown,4.48
.txtar,.txtar,15234,10006,2015,2023,0,,pending,unknown,4.48
.fn,.fn,15227,3075,1987,2023,0,,pending,unknown,4.48
.mft,.mft,15219,573,1970,2023,0,,pending,unknown,4.48
.galaxy,.galaxy,15218,3168,2000,2023,0,,pending,unknown,4.48
.kif,.kif,15213,4886,2001,2023,0,,pending,unknown,4.48
.rast,.rast,15198,11230,1992,2023,0,,pending,unknown,4.48
.maf,.maf,15185,4018,1998,2023,0,,pending,unknown,4.48
.pwk,.pwk,15183,14109,2003,2023,0,,pending,unknown,4.48
.rmp,.rmp,15180,5831,2000,2023,0,,pending,unknown,4.48
.015,.015,15178,9514,1996,2023,0,,pending,numeric-suffix,4.48
.alpine,.alpine,15177,7721,1970,2023,0,,pending,unknown,4.48
.zen,.zen,15172,1240,2008,2023,0,,pending,unknown,4.48
.prp,.prp,15163,8401,1998,2023,0,,pending,unknown,4.48
.onf,.onf,15159,2018,2015,2022,0,,pending,unknown,4.48
.xwt,.xwt,15146,943,2003,2023,0,,pending,unknown,4.48
.pwg,.pwg,15136,716,2003,2023,0,,pending,unknown,4.48
.country,.country,15126,14936,2003,2023,0,,pending,unknown,4.48
.gmic,.gmic,15113,890,2010,2023,0,,pending,unknown,4.48
.btr,.btr,15113,3317,1998,2023,0,,pending,unknown,4.48
.sx,.sx,15108,7119,1995,2023,0,,pending,unknown,4.48
.dig,.dig,15102,6544,1977,2023,0,,pending,unknown,4.48
.prb,.prb,15079,4495,1999,2023,0,,pending,unknown,4.48
.sudoku,.sudoku,15061,1337,2006,2023,0,,pending,unknown,4.48
.hwt,.hwt,15031,14714,1992,2023,0,,pending,unknown,4.48
.epg,.epg,15030,8568,2005,2022,0,,pending,unknown,4.48
.gfu,.gfu,15030,48,2016,2023,0,,pending,unknown,4.48
.xps,.xps,15028,3490,1998,2023,0,,pending,unknown,4.48
.mcreator,.mcreator,15025,2099,2019,2023,0,,pending,unknown,4.48
.mapinfo,.mapinfo,15024,6860,2006,2023,0,,pending,unknown,4.48
.tfw,.tfw,15024,8163,2004,2023,0,,pending,unknown,4.48
.jff,.jff,15019,6742,2007,2023,0,,pending,unknown,4.48
.chunks,.chunks,15005,5509,2005,2023,0,,pending,unknown,4.48
.srm,.srm,15004,5475,2003,2023,0,,pending,unknown,4.48
.versionsbackup,.versionsBackup,15003,6496,2009,2023,0,,pending,unknown,4.48
.jtr,.jtr,15000,4769,2007,2023,0,,pending,unknown,4.48
.qvto,.qvto,14998,929,2007,2023,0,,pending,unknown,4.48
.shlibs,.shlibs,14997,4137,1970,2023,0,,pending,unknown,4.48
.lsm,.lsm,14995,1266,1970,2023,0,,pending,unknown,4.48
.ibw,.ibw,14993,9047,2009,2023,0,,pending,unknown,4.48
.sfk,.sfk,14964,5144,2002,2023,0,,pending,unknown,4.48
.t1x,.t1x,14939,607,2007,2023,0,,pending,unknown,4.47
.oel,.oel,14939,1246,2008,2023,0,,pending,unknown,4.47
.kwin,.kwin,14926,6905,2002,2021,0,,pending,unknown,4.47
.jpi,.jpi,14916,6086,2008,2023,0,,pending,unknown,4.47
.evn,.EVN,14898,5964,2010,2023,0,,pending,unknown,4.47
.collection,.collection,14893,4294,1996,2023,0,,pending,unknown,4.47
.details,.details,14884,4715,1997,2023,0,,pending,unknown,4.47
.eddx,.eddx,14864,6375,2014,2023,0,,pending,unknown,4.47
.host,.host,14863,3292,1970,2023,0,,pending,unknown,4.47
.avg,.avg,14854,1761,1991,2023,0,,pending,unknown,4.47
.mlcfg,.mlcfg,14847,10135,2013,2023,0,,pending,unknown,4.47
.oramap,.oramap,14839,6570,2011,2023,0,,pending,unknown,4.47
.pnx,.PNX,14837,4059,2013,2023,0,,pending,unknown,4.47
.hero,.hero,14836,3567,2009,2023,0,,pending,unknown,4.47
.e4xmi,.e4xmi,14836,1980,2010,2023,0,,pending,unknown,4.47
.afl,.afl,14831,4659,1996,2023,0,,pending,unknown,4.47
.aprdf,.aprdf,14830,14160,2019,2021,0,,pending,unknown,4.47
.projection,.projection,14825,11661,2009,2023,0,,pending,unknown,4.47
.deployproj,.deployproj,14823,3998,2012,2023,0,,pending,unknown,4.47
.substvar,.substvar,14810,5780,2004,2023,0,,pending,unknown,4.47
.mxe64,.mxe64,14804,3508,2013,2023,0,,pending,unknown,4.47
.hhp,.hhp,14801,2479,1970,2023,0,,pending,unknown,4.47
.b02,.b02,14800,11259,2000,2023,0,,pending,unknown,4.47
.omd,.OMD,14795,1709,2003,2023,0,,pending,unknown,4.47
.aton,.aton,14786,3863,2015,2023,0,,pending,unknown,4.47
.vvp,.vvp,14778,3161,1970,2023,0,,pending,unknown,4.47
.ocl,.ocl,14772,3366,2001,2023,0,,pending,unknown,4.47
.mappings,.mappings,14734,3168,1999,2023,0,,pending,unknown,4.47
.bngl,.bngl,14730,1628,2009,2023,0,,pending,unknown,4.47
.tlc,.tlc,14721,4972,2004,2023,0,,pending,unknown,4.47
.timing,.timing,14717,4997,1998,2023,0,,pending,unknown,4.47
.cg3,.cg3,14703,635,2010,2023,0,,pending,unknown,4.47
.ipe,.ipe,14696,4280,2002,2023,0,,pending,unknown,4.47
.bgf,.bgf,14686,264,2008,2023,0,,pending,unknown,4.47
.km,.km,14681,2304,1988,2023,0,,pending,unknown,4.47
.blake3,.blake3,14681,580,2011,2023,0,,pending,unknown,4.47
.pws,.pws,14666,2611,1998,2023,0,,pending,unknown,4.47
.solverstate,.solverstate,14666,1189,2014,2022,0,,pending,unknown,4.47
.discovery,.discovery,14662,459,2004,2023,0,,pending,unknown,4.47
.f100,.f100,29238,29237,2012,2019,0,,pending,unknown,4.47
.dacpac,.dacpac,14652,3843,2011,2023,0,,pending,unknown,4.47
.rot,.rot,14652,4195,1993,2023,0,,pending,unknown,4.47
.fbt,.fbt,14651,4002,2005,2023,0,,pending,unknown,4.47
.zabojcaspamu,.ZABOJCASPAMU,14643,24,2017,2021,0,,pending,unknown,4.47
.concept,.concept,14642,4775,1997,2023,0,,pending,unknown,4.47
.mdk,.mdk,14630,1705,2000,2023,0,,pending,unknown,4.47
.p7m,.p7m,14607,12073,1970,2023,0,,pending,unknown,4.46
.apng,.apng,14604,9863,1970,2023,0,,pending,unknown,4.46
.times,.times,14598,1964,1994,2023,0,,pending,unknown,4.46
.shadersubgraph,.shadersubgraph,14591,11387,2018,2023,0,,pending,unknown,4.46
.mi,.mi,14571,3992,1998,2023,0,,pending,unknown,4.46
.jdo,.jdo,14567,864,2002,2023,0,,pending,unknown,4.46
.stencil,.stencil,14559,4298,1989,2023,0,,pending,unknown,4.46
.xcodeproj,.xcodeproj,14557,6555,2007,2023,0,,pending,unknown,4.46
.navdata,.NavData,14553,586,2007,2023,0,,pending,unknown,4.46
.xer,.xer,14548,56,2001,2023,0,,pending,unknown,4.46
.uitest,.uitest,14540,551,2010,2022,0,,pending,unknown,4.46
.khj,.khj,14529,14424,2015,2023,0,,pending,unknown,4.46
.3qt,.3qt,14525,15,1996,2021,0,,pending,unknown,4.46
.vex,.vex,14514,4941,2007,2023,0,,pending,unknown,4.46
.011,.011,14512,9322,1994,2023,0,,pending,numeric-suffix,4.46
.wdm,.wdm,14512,2080,2010,2023,0,,pending,unknown,4.46
.ces,.ces,14508,2658,2000,2023,0,,pending,unknown,4.46
.mom,.mom,14503,4204,2002,2023,0,,pending,unknown,4.46
.scml,.scml,14497,3316,1999,2023,0,,pending,unknown,4.46
.fpt,.FPT,14483,1806,1999,2023,0,,pending,unknown,4.46
.cnv,.cnv,14481,5773,1999,2023,0,,pending,unknown,4.46
.pie,.pie,14477,2882,2002,2023,0,,pending,unknown,4.46
.lzf,.lzf,14456,10,2012,2023,0,,pending,unknown,4.46
.fqtest,.fqtest,14455,7658,2021,2023,0,,pending,unknown,4.46
.srr,.srr,14443,5382,2005,2023,0,,pending,unknown,4.46
.mpi,.mpi,14442,1609,1999,2023,0,,pending,unknown,4.46
.hgt,.hgt,14439,5428,1998,2023,0,,pending,unknown,4.46
.ifc,.ifc,14431,5954,2002,2023,0,,pending,unknown,4.46
.msbuild,.msbuild,14424,800,2005,2023,0,,pending,unknown,4.46
.rdump,.rdump,14416,7498,2008,2021,0,,pending,unknown,4.46
.cto,.cto,14402,4175,2007,2023,0,,pending,unknown,4.46
.swan,.swan,14397,7774,2013,2023,0,,pending,unknown,4.46
.bincode,.bincode,14396,3632,2015,2023,0,,pending,unknown,4.46
.ftf,.ftf,14394,13049,2002,2023,0,,pending,unknown,4.46
.glm,.glm,14384,3300,2002,2023,0,,pending,unknown,4.46
.mmx,.mmx,14370,1524,2002,2023,0,,pending,unknown,4.46
.oe,.oe,14362,246,2005,2023,0,,pending,unknown,4.46
.quest,.quest,14357,5955,1993,2023,0,,pending,unknown,4.46
.fac,.fac,14355,6370,2000,2023,0,,pending,unknown,4.46
.cd3,.cd3,14347,84,2000,2022,0,,pending,unknown,4.46
.evm,.evm,14347,11972,2011,2023,0,,pending,unknown,4.46
.sy1,.sy1,14337,13016,2012,2022,0,,pending,unknown,4.46
.pst,.pst,14321,4511,1995,2023,0,,pending,unknown,4.46
.prproj,.prproj,14304,6880,2007,2023,0,,pending,unknown,4.46
.olabel,.olabel,28538,0,2013,2013,0,,pending,unknown,4.46
.crs,.crs,14299,10366,1996,2023,0,,pending,unknown,4.46
.csa,.csa,14289,1149,2000,2023,0,,pending,unknown,4.46
.dct,.dct,14286,5123,1998,2023,0,,pending,unknown,4.45
.runname,.runName,14273,9338,2012,2023,0,,pending,unknown,4.45
.skb,.skb,14266,2737,2002,2023,0,,pending,unknown,4.45
.aydat,.aydat,14259,9083,2021,2021,0,,pending,unknown,4.45
.signature,.signature,14241,9792,1970,2023,0,,pending,unknown,4.45
.sbv,.sbv,14212,9725,2010,2023,0,,pending,unknown,4.45
.csast,.csast,14199,5633,2020,2021,0,,pending,unknown,4.45
.apptrs,.apptrs,14193,4128,2017,2020,0,,pending,unknown,4.45
.abstr,.abstr,14187,9567,2013,2023,0,,pending,unknown,4.45
.sfz,.sfz,14184,8387,2011,2023,0,,pending,unknown,4.45
.fbe,.fbe,14183,219,2000,2022,0,,pending,unknown,4.45
.rddl,.rddl,14166,4983,2009,2023,0,,pending,unknown,4.45
.tg,.tg,14166,7699,2004,2023,0,,pending,unknown,4.45
.dri,.dri,14162,1686,1970,2023,0,,pending,unknown,4.45
.gram,.gram,14158,2813,1998,2023,0,,pending,unknown,4.45
.par2,.par2,14142,4915,2003,2023,0,,pending,unknown,4.45
.mls,.mls,14133,5672,2001,2023,0,,pending,unknown,4.45
.print,.print,14126,3833,1970,2023,0,,pending,unknown,4.45
.synctex,.synctex,14122,1238,2008,2023,0,,pending,unknown,4.45
.tinydiff,.tinydiff,14121,6345,2022,2023,0,,pending,unknown,4.45
.000001,.000001,14102,4992,2001,2023,0,,pending,numeric-suffix,4.45
.curl,.curl,14093,2795,1999,2023,0,,pending,unknown,4.45
.nmake,.nmake,14090,973,1970,2023,0,,pending,unknown,4.45
.eop,.eop,14075,13964,2012,2022,0,,pending,unknown,4.45
.mhk,.mhk,14074,2100,2015,2022,0,,pending,unknown,4.45
.mig,.mig,14072,106,2004,2023,0,,pending,unknown,4.45
.vash,.vash,14064,1342,2011,2023,0,,pending,unknown,4.45
.rs3,.rs3,14052,12261,2012,2023,0,,pending,unknown,4.45
.axlsx,.axlsx,14049,3102,2012,2023,0,,pending,unknown,4.45
.kcfg,.kcfg,14048,2896,2004,2023,0,,pending,unknown,4.45
.createstderr,.createstderr,28017,0,2005,2016,0,,pending,unknown,4.45
.wod,.wod,14041,78,2002,2023,0,,pending,unknown,4.45
.quickaction,.quickAction,14041,7300,2013,2023,0,,pending,unknown,4.45
.mfm,.mfm,14013,3172,2006,2023,0,,pending,unknown,4.45
.mhpkg,.mhpkg,14002,50,2018,2021,0,,pending,unknown,4.45
.vscdb,.vscdb,13983,7160,2018,2023,0,,pending,unknown,4.45
.terms,.terms,13983,6552,1970,2023,0,,pending,unknown,4.45
.archive,.archive,13981,4820,1992,2023,0,,pending,unknown,4.45
.fltoc,.fltoc,13972,1789,2010,2023,0,,pending,unknown,4.45
.contents,.contents,13971,1485,1987,2023,0,,pending,unknown,4.45
.uvmpw,.uvmpw,13971,3705,1970,2023,0,,pending,unknown,4.45
.cookie,.cookie,13970,1655,2000,2023,0,,pending,unknown,4.45
.keywords,.keywords,13960,1428,1999,2023,0,,pending,unknown,4.44
.ap,.ap,13935,2093,1999,2023,0,,pending,unknown,4.44
.cos,.cos,13930,1345,1998,2023,0,,pending,unknown,4.44
.ihex,.ihex,13927,2925,1970,2023,0,,pending,unknown,4.44
.skinm,.skinm,13925,12420,2019,2023,0,,pending,unknown,4.44
.xe,.xe,13914,9241,1996,2023,0,,pending,unknown,4.44
.p01,.p01,13913,5798,2002,2023,0,,pending,unknown,4.44
.dib,.dib,13909,2816,1998,2023,0,,pending,unknown,4.44
.ott,.ott,13909,1806,2001,2023,0,,pending,unknown,4.44
.pliff,.pliff,27723,0,2016,2017,0,,pending,unknown,4.44
.tilemap,.tilemap,13893,4690,2011,2023,0,,pending,unknown,4.44
.iia,.iia,13893,7,2013,2022,0,,pending,unknown,4.44
.nm,.nm,13885,2866,1983,2023,0,,pending,unknown,4.44
.sgfc,.sgfc,13870,13870,2021,2021,0,,pending,unknown,4.44
.120,.120,13870,4351,1996,2023,0,,pending,numeric-suffix,4.44
.cred,.cred,13869,12602,2007,2023,0,,pending,unknown,4.44
.nin,.nin,13868,6000,2003,2023,0,,pending,unknown,4.44
.ecorediag,.ecorediag,13866,207,2008,2023,0,,pending,unknown,4.44
.sigma,.sigma,13865,13215,2010,2022,0,,pending,unknown,4.44
.vba,.vba,13854,4082,2000,2023,0,,pending,unknown,4.44
.ono,.ono,13852,12037,2009,2021,0,,pending,unknown,4.44
.jnl,.jnl,13849,2052,2009,2023,0,,pending,unknown,4.44
.rels,.rels,13848,4657,2005,2023,0,,pending,unknown,4.44
.vul,.vul,13843,13040,1997,2022,0,,pending,unknown,4.44
.msgpack,.msgpack,13841,3841,2011,2023,0,,pending,unknown,4.44
.fab,.fab,13840,3571,2000,2023,0,,pending,unknown,4.44
.lod,.lod,13839,8512,1970,2023,0,,pending,unknown,4.44
.lemmas,.lemmas,13839,46,2008,2023,0,,pending,unknown,4.44
.ga,.ga,13829,4099,2004,2023,0,,pending,unknown,4.44
.rgz,.rgz,13829,27,2010,2022,0,,pending,unknown,4.44
.tlp,.tlp,13821,3475,2005,2023,0,,pending,unknown,4.44
.odesign,.odesign,13813,2248,2011,2023,0,,pending,unknown,4.44
.entities,.entities,13809,6770,2000,2023,0,,pending,unknown,4.44
.apr,.apr,13807,5330,2000,2023,0,,pending,unknown,4.44
.jps,.jps,13806,2969,2002,2023,0,,pending,unknown,4.44
.m4f,.m4f,13799,885,1997,2023,0,,pending,unknown,4.44
.tdms,.tdms,13790,8150,2009,2023,0,,pending,unknown,4.44
.jfm,.jfm,13789,2897,2006,2023,0,,pending,unknown,4.44
.hpe,.hpe,13783,7337,2010,2023,0,,pending,unknown,4.44
.xexe,.xexe,13769,9,2014,2022,0,,pending,unknown,4.44
.mcd,.mcd,13760,3969,2001,2023,0,,pending,unknown,4.44
.ccg,.ccg,13751,907,2000,2023,0,,pending,unknown,4.44
.skl,.skl,13731,5077,1994,2023,0,,pending,unknown,4.44
.shimple,.shimple,13729,7915,2007,2021,0,,pending,unknown,4.44
.vpk,.vpk,13724,4425,2009,2023,0,,pending,unknown,4.44
.xdv,.xdv,13721,5468,1998,2023,0,,pending,unknown,4.44
.dkv,.dkv,13719,13683,2011,2023,0,,pending,unknown,4.44
.dbm,.dbm,13716,4677,1989,2023,0,,pending,unknown,4.44
.127,.127,13713,3781,1996,2023,0,,pending,numeric-suffix,4.44
.gld,.gld,13709,2682,1996,2023,0,,pending,unknown,4.44
.177e463923b18590e622117af373596d2a8f7dbd,.177e463923b18590e622117af373596d2a8f7dbd,13693,13693,2022,2022,0,,pending,sha-filename,4.44
.spthy,.spthy,13689,5769,2011,2023,0,,pending,unknown,4.44
.territory,.territory,13683,779,2004,2021,0,,pending,unknown,4.44
.itf,.itf,13665,403,2002,2023,0,,pending,unknown,4.44
.aag,.aag,13662,4982,2000,2023,0,,pending,unknown,4.44
.lpg,.lpg,13662,943,1993,2023,0,,pending,unknown,4.44
.fw,.fw,13659,3143,1996,2023,0,,pending,unknown,4.44
.c3d,.c3d,13651,5273,2000,2023,0,,pending,unknown,4.44
.bot,.bot,13648,3145,1996,2023,0,,pending,unknown,4.44
.abo,.abo,13635,5167,2000,2023,0,,pending,unknown,4.43
.tmc,.tmc,13635,3511,2004,2023,0,,pending,unknown,4.43
.enaml,.enaml,13630,1499,2011,2023,0,,pending,unknown,4.43
